rate_date,from_currency_code,to_currency_code,exchange_rate,rate_source
2025-06-04,EUR,PLN,4.1482,ECB_REFERENCE
2025-06-04,EUR,RON,4.8079,ECB_REFERENCE
2025-06-04,EUR,EUR,1.0,ECB_REFERENCE
2025-06-05,EUR,PLN,4.1585,ECB_REFERENCE
2025-06-05,EUR,RON,4.812,ECB_REFERENCE
2025-06-05,EUR,EUR,1.0,ECB_REFERENCE
2025-06-06,EUR,PLN,4.1496,ECB_REFERENCE
2025-06-06,EUR,RON,4.8364,ECB_REFERENCE
2025-06-06,EUR,EUR,1.0,ECB_REFERENCE
2025-06-07,EUR,PLN,4.1432,ECB_REFERENCE
2025-06-07,EUR,RON,4.837,ECB_REFERENCE
2025-06-07,EUR,EUR,1.0,ECB_REFERENCE
2025-06-08,EUR,PLN,4.1471,ECB_REFERENCE
2025-06-08,EUR,RON,4.8265,ECB_REFERENCE
2025-06-08,EUR,EUR,1.0,ECB_REFERENCE
2025-06-09,EUR,PLN,4.1539,ECB_REFERENCE
2025-06-09,EUR,RON,4.8175,ECB_REFERENCE
2025-06-09,EUR,EUR,1.0,ECB_REFERENCE
2025-06-10,EUR,PLN,4.148,ECB_REFERENCE
2025-06-10,EUR,RON,4.8405,ECB_REFERENCE
2025-06-10,EUR,EUR,1.0,ECB_REFERENCE
2025-06-11,EUR,PLN,4.1329,ECB_REFERENCE
2025-06-11,EUR,RON,4.7996,ECB_REFERENCE
2025-06-11,EUR,EUR,1.0,ECB_REFERENCE
2025-06-12,EUR,PLN,4.1562,ECB_REFERENCE
2025-06-12,EUR,RON,4.8424,ECB_REFERENCE
2025-06-12,EUR,EUR,1.0,ECB_REFERENCE
2025-06-13,EUR,PLN,4.1503,ECB_REFERENCE
2025-06-13,EUR,RON,4.8096,ECB_REFERENCE
2025-06-13,EUR,EUR,1.0,ECB_REFERENCE
2025-06-14,EUR,PLN,4.1458,ECB_REFERENCE
2025-06-14,EUR,RON,4.8048,ECB_REFERENCE
2025-06-14,EUR,EUR,1.0,ECB_REFERENCE
2025-06-15,EUR,PLN,4.143,ECB_REFERENCE
2025-06-15,EUR,RON,4.786,ECB_REFERENCE
2025-06-15,EUR,EUR,1.0,ECB_REFERENCE
2025-06-16,EUR,PLN,4.1514,ECB_REFERENCE
2025-06-16,EUR,RON,4.7948,ECB_REFERENCE
2025-06-16,EUR,EUR,1.0,ECB_REFERENCE
2025-06-17,EUR,PLN,4.1297,ECB_REFERENCE
2025-06-17,EUR,RON,4.8066,ECB_REFERENCE
2025-06-17,EUR,EUR,1.0,ECB_REFERENCE
2025-06-18,EUR,PLN,4.1594,ECB_REFERENCE
2025-06-18,EUR,RON,4.8095,ECB_REFERENCE
2025-06-18,EUR,EUR,1.0,ECB_REFERENCE
2025-06-19,EUR,PLN,4.1544,ECB_REFERENCE
2025-06-19,EUR,RON,4.8071,ECB_REFERENCE
2025-06-19,EUR,EUR,1.0,ECB_REFERENCE
2025-06-20,EUR,PLN,4.1634,ECB_REFERENCE
2025-06-20,EUR,RON,4.7779,ECB_REFERENCE
2025-06-20,EUR,EUR,1.0,ECB_REFERENCE
2025-06-21,EUR,PLN,4.1658,ECB_REFERENCE
2025-06-21,EUR,RON,4.7714,ECB_REFERENCE
2025-06-21,EUR,EUR,1.0,ECB_REFERENCE
2025-06-22,EUR,PLN,4.1927,ECB_REFERENCE
2025-06-22,EUR,RON,4.7685,ECB_REFERENCE
2025-06-22,EUR,EUR,1.0,ECB_REFERENCE
2025-06-23,EUR,PLN,4.2172,ECB_REFERENCE
2025-06-23,EUR,RON,4.7501,ECB_REFERENCE
2025-06-23,EUR,EUR,1.0,ECB_REFERENCE
2025-06-24,EUR,PLN,4.2259,ECB_REFERENCE
2025-06-24,EUR,RON,4.7554,ECB_REFERENCE
2025-06-24,EUR,EUR,1.0,ECB_REFERENCE
2025-06-25,EUR,PLN,4.213,ECB_REFERENCE
2025-06-25,EUR,RON,4.7583,ECB_REFERENCE
2025-06-25,EUR,EUR,1.0,ECB_REFERENCE
2025-06-26,EUR,PLN,4.2309,ECB_REFERENCE
2025-06-26,EUR,RON,4.753,ECB_REFERENCE
2025-06-26,EUR,EUR,1.0,ECB_REFERENCE
2025-06-27,EUR,PLN,4.2058,ECB_REFERENCE
2025-06-27,EUR,RON,4.7527,ECB_REFERENCE
2025-06-27,EUR,EUR,1.0,ECB_REFERENCE
2025-06-28,EUR,PLN,4.1926,ECB_REFERENCE
2025-06-28,EUR,RON,4.747,ECB_REFERENCE
2025-06-28,EUR,EUR,1.0,ECB_REFERENCE
2025-06-29,EUR,PLN,4.1914,ECB_REFERENCE
2025-06-29,EUR,RON,4.7186,ECB_REFERENCE
2025-06-29,EUR,EUR,1.0,ECB_REFERENCE
2025-06-30,EUR,PLN,4.1677,ECB_REFERENCE
2025-06-30,EUR,RON,4.7266,ECB_REFERENCE
2025-06-30,EUR,EUR,1.0,ECB_REFERENCE
2025-07-01,EUR,PLN,4.16,ECB_REFERENCE
2025-07-01,EUR,RON,4.6842,ECB_REFERENCE
2025-07-01,EUR,EUR,1.0,ECB_REFERENCE
2025-07-02,EUR,PLN,4.1715,ECB_REFERENCE
2025-07-02,EUR,RON,4.6886,ECB_REFERENCE
2025-07-02,EUR,EUR,1.0,ECB_REFERENCE
2025-07-03,EUR,PLN,4.161,ECB_REFERENCE
2025-07-03,EUR,RON,4.667,ECB_REFERENCE
2025-07-03,EUR,EUR,1.0,ECB_REFERENCE
2025-07-04,EUR,PLN,4.1732,ECB_REFERENCE
2025-07-04,EUR,RON,4.6727,ECB_REFERENCE
2025-07-04,EUR,EUR,1.0,ECB_REFERENCE
2025-07-05,EUR,PLN,4.208,ECB_REFERENCE
2025-07-05,EUR,RON,4.6796,ECB_REFERENCE
2025-07-05,EUR,EUR,1.0,ECB_REFERENCE
2025-07-06,EUR,PLN,4.2137,ECB_REFERENCE
2025-07-06,EUR,RON,4.6769,ECB_REFERENCE
2025-07-06,EUR,EUR,1.0,ECB_REFERENCE
2025-07-07,EUR,PLN,4.2258,ECB_REFERENCE
2025-07-07,EUR,RON,4.6871,ECB_REFERENCE
2025-07-07,EUR,EUR,1.0,ECB_REFERENCE
2025-07-08,EUR,PLN,4.2443,ECB_REFERENCE
2025-07-08,EUR,RON,4.6785,ECB_REFERENCE
2025-07-08,EUR,EUR,1.0,ECB_REFERENCE
2025-07-09,EUR,PLN,4.2378,ECB_REFERENCE
2025-07-09,EUR,RON,4.6707,ECB_REFERENCE
2025-07-09,EUR,EUR,1.0,ECB_REFERENCE
2025-07-10,EUR,PLN,4.2495,ECB_REFERENCE
2025-07-10,EUR,RON,4.6952,ECB_REFERENCE
2025-07-10,EUR,EUR,1.0,ECB_REFERENCE
2025-07-11,EUR,PLN,4.2427,ECB_REFERENCE
2025-07-11,EUR,RON,4.6882,ECB_REFERENCE
2025-07-11,EUR,EUR,1.0,ECB_REFERENCE
2025-07-12,EUR,PLN,4.2474,ECB_REFERENCE
2025-07-12,EUR,RON,4.6842,ECB_REFERENCE
2025-07-12,EUR,EUR,1.0,ECB_REFERENCE
2025-07-13,EUR,PLN,4.2615,ECB_REFERENCE
2025-07-13,EUR,RON,4.6473,ECB_REFERENCE
2025-07-13,EUR,EUR,1.0,ECB_REFERENCE
2025-07-14,EUR,PLN,4.2492,ECB_REFERENCE
2025-07-14,EUR,RON,4.6345,ECB_REFERENCE
2025-07-14,EUR,EUR,1.0,ECB_REFERENCE
2025-07-15,EUR,PLN,4.2147,ECB_REFERENCE
2025-07-15,EUR,RON,4.6189,ECB_REFERENCE
2025-07-15,EUR,EUR,1.0,ECB_REFERENCE
2025-07-16,EUR,PLN,4.2012,ECB_REFERENCE
2025-07-16,EUR,RON,4.6157,ECB_REFERENCE
2025-07-16,EUR,EUR,1.0,ECB_REFERENCE
2025-07-17,EUR,PLN,4.2176,ECB_REFERENCE
2025-07-17,EUR,RON,4.6117,ECB_REFERENCE
2025-07-17,EUR,EUR,1.0,ECB_REFERENCE
2025-07-18,EUR,PLN,4.2023,ECB_REFERENCE
2025-07-18,EUR,RON,4.6108,ECB_REFERENCE
2025-07-18,EUR,EUR,1.0,ECB_REFERENCE
2025-07-19,EUR,PLN,4.2178,ECB_REFERENCE
2025-07-19,EUR,RON,4.595,ECB_REFERENCE
2025-07-19,EUR,EUR,1.0,ECB_REFERENCE
2025-07-20,EUR,PLN,4.2043,ECB_REFERENCE
2025-07-20,EUR,RON,4.604,ECB_REFERENCE
2025-07-20,EUR,EUR,1.0,ECB_REFERENCE
2025-07-21,EUR,PLN,4.2011,ECB_REFERENCE
2025-07-21,EUR,RON,4.6144,ECB_REFERENCE
2025-07-21,EUR,EUR,1.0,ECB_REFERENCE
2025-07-22,EUR,PLN,4.2009,ECB_REFERENCE
2025-07-22,EUR,RON,4.6258,ECB_REFERENCE
2025-07-22,EUR,EUR,1.0,ECB_REFERENCE
2025-07-23,EUR,PLN,4.1857,ECB_REFERENCE
2025-07-23,EUR,RON,4.6256,ECB_REFERENCE
2025-07-23,EUR,EUR,1.0,ECB_REFERENCE
2025-07-24,EUR,PLN,4.1826,ECB_REFERENCE
2025-07-24,EUR,RON,4.6059,ECB_REFERENCE
2025-07-24,EUR,EUR,1.0,ECB_REFERENCE
2025-07-25,EUR,PLN,4.1597,ECB_REFERENCE
2025-07-25,EUR,RON,4.6169,ECB_REFERENCE
2025-07-25,EUR,EUR,1.0,ECB_REFERENCE
2025-07-26,EUR,PLN,4.1546,ECB_REFERENCE
2025-07-26,EUR,RON,4.6004,ECB_REFERENCE
2025-07-26,EUR,EUR,1.0,ECB_REFERENCE
2025-07-27,EUR,PLN,4.1532,ECB_REFERENCE
2025-07-27,EUR,RON,4.6186,ECB_REFERENCE
2025-07-27,EUR,EUR,1.0,ECB_REFERENCE
2025-07-28,EUR,PLN,4.12,ECB_REFERENCE
2025-07-28,EUR,RON,4.5944,ECB_REFERENCE
2025-07-28,EUR,EUR,1.0,ECB_REFERENCE
2025-07-29,EUR,PLN,4.1067,ECB_REFERENCE
2025-07-29,EUR,RON,4.6179,ECB_REFERENCE
2025-07-29,EUR,EUR,1.0,ECB_REFERENCE
2025-07-30,EUR,PLN,4.1108,ECB_REFERENCE
2025-07-30,EUR,RON,4.6303,ECB_REFERENCE
2025-07-30,EUR,EUR,1.0,ECB_REFERENCE
2025-07-31,EUR,PLN,4.0944,ECB_REFERENCE
2025-07-31,EUR,RON,4.6122,ECB_REFERENCE
2025-07-31,EUR,EUR,1.0,ECB_REFERENCE
2025-08-01,EUR,PLN,4.1008,ECB_REFERENCE
2025-08-01,EUR,RON,4.6131,ECB_REFERENCE
2025-08-01,EUR,EUR,1.0,ECB_REFERENCE
2025-08-02,EUR,PLN,4.1087,ECB_REFERENCE
2025-08-02,EUR,RON,4.6101,ECB_REFERENCE
2025-08-02,EUR,EUR,1.0,ECB_REFERENCE
2025-08-03,EUR,PLN,4.1127,ECB_REFERENCE
2025-08-03,EUR,RON,4.6126,ECB_REFERENCE
2025-08-03,EUR,EUR,1.0,ECB_REFERENCE
2025-08-04,EUR,PLN,4.1239,ECB_REFERENCE
2025-08-04,EUR,RON,4.6256,ECB_REFERENCE
2025-08-04,EUR,EUR,1.0,ECB_REFERENCE
2025-08-05,EUR,PLN,4.1005,ECB_REFERENCE
2025-08-05,EUR,RON,4.5893,ECB_REFERENCE
2025-08-05,EUR,EUR,1.0,ECB_REFERENCE
2025-08-06,EUR,PLN,4.1149,ECB_REFERENCE
2025-08-06,EUR,RON,4.6083,ECB_REFERENCE
2025-08-06,EUR,EUR,1.0,ECB_REFERENCE
2025-08-07,EUR,PLN,4.1002,ECB_REFERENCE
2025-08-07,EUR,RON,4.5783,ECB_REFERENCE
2025-08-07,EUR,EUR,1.0,ECB_REFERENCE
2025-08-08,EUR,PLN,4.1016,ECB_REFERENCE
2025-08-08,EUR,RON,4.5933,ECB_REFERENCE
2025-08-08,EUR,EUR,1.0,ECB_REFERENCE
2025-08-09,EUR,PLN,4.1274,ECB_REFERENCE
2025-08-09,EUR,RON,4.6016,ECB_REFERENCE
2025-08-09,EUR,EUR,1.0,ECB_REFERENCE
2025-08-10,EUR,PLN,4.122,ECB_REFERENCE
2025-08-10,EUR,RON,4.5872,ECB_REFERENCE
2025-08-10,EUR,EUR,1.0,ECB_REFERENCE
2025-08-11,EUR,PLN,4.1222,ECB_REFERENCE
2025-08-11,EUR,RON,4.5824,ECB_REFERENCE
2025-08-11,EUR,EUR,1.0,ECB_REFERENCE
2025-08-12,EUR,PLN,4.1075,ECB_REFERENCE
2025-08-12,EUR,RON,4.6152,ECB_REFERENCE
2025-08-12,EUR,EUR,1.0,ECB_REFERENCE
2025-08-13,EUR,PLN,4.1332,ECB_REFERENCE
2025-08-13,EUR,RON,4.6336,ECB_REFERENCE
2025-08-13,EUR,EUR,1.0,ECB_REFERENCE
2025-08-14,EUR,PLN,4.1199,ECB_REFERENCE
2025-08-14,EUR,RON,4.6474,ECB_REFERENCE
2025-08-14,EUR,EUR,1.0,ECB_REFERENCE
2025-08-15,EUR,PLN,4.1291,ECB_REFERENCE
2025-08-15,EUR,RON,4.6546,ECB_REFERENCE
2025-08-15,EUR,EUR,1.0,ECB_REFERENCE
2025-08-16,EUR,PLN,4.1472,ECB_REFERENCE
2025-08-16,EUR,RON,4.665,ECB_REFERENCE
2025-08-16,EUR,EUR,1.0,ECB_REFERENCE
2025-08-17,EUR,PLN,4.1579,ECB_REFERENCE
2025-08-17,EUR,RON,4.6754,ECB_REFERENCE
2025-08-17,EUR,EUR,1.0,ECB_REFERENCE
2025-08-18,EUR,PLN,4.1629,ECB_REFERENCE
2025-08-18,EUR,RON,4.6462,ECB_REFERENCE
2025-08-18,EUR,EUR,1.0,ECB_REFERENCE
2025-08-19,EUR,PLN,4.1641,ECB_REFERENCE
2025-08-19,EUR,RON,4.6372,ECB_REFERENCE
2025-08-19,EUR,EUR,1.0,ECB_REFERENCE
2025-08-20,EUR,PLN,4.1454,ECB_REFERENCE
2025-08-20,EUR,RON,4.6645,ECB_REFERENCE
2025-08-20,EUR,EUR,1.0,ECB_REFERENCE
2025-08-21,EUR,PLN,4.1705,ECB_REFERENCE
2025-08-21,EUR,RON,4.6866,ECB_REFERENCE
2025-08-21,EUR,EUR,1.0,ECB_REFERENCE
2025-08-22,EUR,PLN,4.1742,ECB_REFERENCE
2025-08-22,EUR,RON,4.7088,ECB_REFERENCE
2025-08-22,EUR,EUR,1.0,ECB_REFERENCE
2025-08-23,EUR,PLN,4.1744,ECB_REFERENCE
2025-08-23,EUR,RON,4.7121,ECB_REFERENCE
2025-08-23,EUR,EUR,1.0,ECB_REFERENCE
2025-08-24,EUR,PLN,4.1584,ECB_REFERENCE
2025-08-24,EUR,RON,4.7187,ECB_REFERENCE
2025-08-24,EUR,EUR,1.0,ECB_REFERENCE
2025-08-25,EUR,PLN,4.1593,ECB_REFERENCE
2025-08-25,EUR,RON,4.6972,ECB_REFERENCE
2025-08-25,EUR,EUR,1.0,ECB_REFERENCE
2025-08-26,EUR,PLN,4.1586,ECB_REFERENCE
2025-08-26,EUR,RON,4.6959,ECB_REFERENCE
2025-08-26,EUR,EUR,1.0,ECB_REFERENCE
2025-08-27,EUR,PLN,4.1847,ECB_REFERENCE
2025-08-27,EUR,RON,4.7106,ECB_REFERENCE
2025-08-27,EUR,EUR,1.0,ECB_REFERENCE
2025-08-28,EUR,PLN,4.1849,ECB_REFERENCE
2025-08-28,EUR,RON,4.7147,ECB_REFERENCE
2025-08-28,EUR,EUR,1.0,ECB_REFERENCE
2025-08-29,EUR,PLN,4.1855,ECB_REFERENCE
2025-08-29,EUR,RON,4.7113,ECB_REFERENCE
2025-08-29,EUR,EUR,1.0,ECB_REFERENCE
2025-08-30,EUR,PLN,4.1697,ECB_REFERENCE
2025-08-30,EUR,RON,4.7088,ECB_REFERENCE
2025-08-30,EUR,EUR,1.0,ECB_REFERENCE
2025-08-31,EUR,PLN,4.1588,ECB_REFERENCE
2025-08-31,EUR,RON,4.6882,ECB_REFERENCE
2025-08-31,EUR,EUR,1.0,ECB_REFERENCE
2025-09-01,EUR,PLN,4.1662,ECB_REFERENCE
2025-09-01,EUR,RON,4.6946,ECB_REFERENCE
2025-09-01,EUR,EUR,1.0,ECB_REFERENCE
2025-09-02,EUR,PLN,4.1402,ECB_REFERENCE
2025-09-02,EUR,RON,4.6926,ECB_REFERENCE
2025-09-02,EUR,EUR,1.0,ECB_REFERENCE
2025-09-03,EUR,PLN,4.1546,ECB_REFERENCE
2025-09-03,EUR,RON,4.71,ECB_REFERENCE
2025-09-03,EUR,EUR,1.0,ECB_REFERENCE
2025-09-04,EUR,PLN,4.1695,ECB_REFERENCE
2025-09-04,EUR,RON,4.7107,ECB_REFERENCE
2025-09-04,EUR,EUR,1.0,ECB_REFERENCE
2025-09-05,EUR,PLN,4.1572,ECB_REFERENCE
2025-09-05,EUR,RON,4.6928,ECB_REFERENCE
2025-09-05,EUR,EUR,1.0,ECB_REFERENCE
2025-09-06,EUR,PLN,4.1622,ECB_REFERENCE
2025-09-06,EUR,RON,4.699,ECB_REFERENCE
2025-09-06,EUR,EUR,1.0,ECB_REFERENCE
2025-09-07,EUR,PLN,4.181,ECB_REFERENCE
2025-09-07,EUR,RON,4.7171,ECB_REFERENCE
2025-09-07,EUR,EUR,1.0,ECB_REFERENCE
2025-09-08,EUR,PLN,4.179,ECB_REFERENCE
2025-09-08,EUR,RON,4.6966,ECB_REFERENCE
2025-09-08,EUR,EUR,1.0,ECB_REFERENCE
2025-09-09,EUR,PLN,4.1744,ECB_REFERENCE
2025-09-09,EUR,RON,4.7001,ECB_REFERENCE
2025-09-09,EUR,EUR,1.0,ECB_REFERENCE
2025-09-10,EUR,PLN,4.1714,ECB_REFERENCE
2025-09-10,EUR,RON,4.6906,ECB_REFERENCE
2025-09-10,EUR,EUR,1.0,ECB_REFERENCE
2025-09-11,EUR,PLN,4.1751,ECB_REFERENCE
2025-09-11,EUR,RON,4.6824,ECB_REFERENCE
2025-09-11,EUR,EUR,1.0,ECB_REFERENCE
2025-09-12,EUR,PLN,4.1659,ECB_REFERENCE
2025-09-12,EUR,RON,4.6875,ECB_REFERENCE
2025-09-12,EUR,EUR,1.0,ECB_REFERENCE
2025-09-13,EUR,PLN,4.1601,ECB_REFERENCE
2025-09-13,EUR,RON,4.6915,ECB_REFERENCE
2025-09-13,EUR,EUR,1.0,ECB_REFERENCE
2025-09-14,EUR,PLN,4.164,ECB_REFERENCE
2025-09-14,EUR,RON,4.6728,ECB_REFERENCE
2025-09-14,EUR,EUR,1.0,ECB_REFERENCE
2025-09-15,EUR,PLN,4.157,ECB_REFERENCE
2025-09-15,EUR,RON,4.6963,ECB_REFERENCE
2025-09-15,EUR,EUR,1.0,ECB_REFERENCE
2025-09-16,EUR,PLN,4.1401,ECB_REFERENCE
2025-09-16,EUR,RON,4.6615,ECB_REFERENCE
2025-09-16,EUR,EUR,1.0,ECB_REFERENCE
2025-09-17,EUR,PLN,4.1131,ECB_REFERENCE
2025-09-17,EUR,RON,4.662,ECB_REFERENCE
2025-09-17,EUR,EUR,1.0,ECB_REFERENCE
2025-09-18,EUR,PLN,4.1136,ECB_REFERENCE
2025-09-18,EUR,RON,4.66,ECB_REFERENCE
2025-09-18,EUR,EUR,1.0,ECB_REFERENCE
2025-09-19,EUR,PLN,4.1311,ECB_REFERENCE
2025-09-19,EUR,RON,4.6164,ECB_REFERENCE
2025-09-19,EUR,EUR,1.0,ECB_REFERENCE
2025-09-20,EUR,PLN,4.1368,ECB_REFERENCE
2025-09-20,EUR,RON,4.6417,ECB_REFERENCE
2025-09-20,EUR,EUR,1.0,ECB_REFERENCE
2025-09-21,EUR,PLN,4.1205,ECB_REFERENCE
2025-09-21,EUR,RON,4.6355,ECB_REFERENCE
2025-09-21,EUR,EUR,1.0,ECB_REFERENCE
2025-09-22,EUR,PLN,4.1096,ECB_REFERENCE
2025-09-22,EUR,RON,4.621,ECB_REFERENCE
2025-09-22,EUR,EUR,1.0,ECB_REFERENCE
2025-09-23,EUR,PLN,4.1049,ECB_REFERENCE
2025-09-23,EUR,RON,4.6441,ECB_REFERENCE
2025-09-23,EUR,EUR,1.0,ECB_REFERENCE
2025-09-24,EUR,PLN,4.1313,ECB_REFERENCE
2025-09-24,EUR,RON,4.6386,ECB_REFERENCE
2025-09-24,EUR,EUR,1.0,ECB_REFERENCE
2025-09-25,EUR,PLN,4.1589,ECB_REFERENCE
2025-09-25,EUR,RON,4.6392,ECB_REFERENCE
2025-09-25,EUR,EUR,1.0,ECB_REFERENCE
2025-09-26,EUR,PLN,4.1844,ECB_REFERENCE
2025-09-26,EUR,RON,4.6377,ECB_REFERENCE
2025-09-26,EUR,EUR,1.0,ECB_REFERENCE
2025-09-27,EUR,PLN,4.1863,ECB_REFERENCE
2025-09-27,EUR,RON,4.6436,ECB_REFERENCE
2025-09-27,EUR,EUR,1.0,ECB_REFERENCE
2025-09-28,EUR,PLN,4.2329,ECB_REFERENCE
2025-09-28,EUR,RON,4.6575,ECB_REFERENCE
2025-09-28,EUR,EUR,1.0,ECB_REFERENCE
2025-09-29,EUR,PLN,4.2224,ECB_REFERENCE
2025-09-29,EUR,RON,4.6732,ECB_REFERENCE
2025-09-29,EUR,EUR,1.0,ECB_REFERENCE
2025-09-30,EUR,PLN,4.2171,ECB_REFERENCE
2025-09-30,EUR,RON,4.6652,ECB_REFERENCE
2025-09-30,EUR,EUR,1.0,ECB_REFERENCE
2025-10-01,EUR,PLN,4.2305,ECB_REFERENCE
2025-10-01,EUR,RON,4.6657,ECB_REFERENCE
2025-10-01,EUR,EUR,1.0,ECB_REFERENCE
2025-10-02,EUR,PLN,4.2346,ECB_REFERENCE
2025-10-02,EUR,RON,4.666,ECB_REFERENCE
2025-10-02,EUR,EUR,1.0,ECB_REFERENCE
2025-10-03,EUR,PLN,4.2396,ECB_REFERENCE
2025-10-03,EUR,RON,4.6729,ECB_REFERENCE
2025-10-03,EUR,EUR,1.0,ECB_REFERENCE
2025-10-04,EUR,PLN,4.2108,ECB_REFERENCE
2025-10-04,EUR,RON,4.6838,ECB_REFERENCE
2025-10-04,EUR,EUR,1.0,ECB_REFERENCE
2025-10-05,EUR,PLN,4.1964,ECB_REFERENCE
2025-10-05,EUR,RON,4.6602,ECB_REFERENCE
2025-10-05,EUR,EUR,1.0,ECB_REFERENCE
2025-10-06,EUR,PLN,4.1955,ECB_REFERENCE
2025-10-06,EUR,RON,4.6615,ECB_REFERENCE
2025-10-06,EUR,EUR,1.0,ECB_REFERENCE
2025-10-07,EUR,PLN,4.1853,ECB_REFERENCE
2025-10-07,EUR,RON,4.6751,ECB_REFERENCE
2025-10-07,EUR,EUR,1.0,ECB_REFERENCE
2025-10-08,EUR,PLN,4.1657,ECB_REFERENCE
2025-10-08,EUR,RON,4.6684,ECB_REFERENCE
2025-10-08,EUR,EUR,1.0,ECB_REFERENCE
2025-10-09,EUR,PLN,4.1571,ECB_REFERENCE
2025-10-09,EUR,RON,4.6677,ECB_REFERENCE
2025-10-09,EUR,EUR,1.0,ECB_REFERENCE
2025-10-10,EUR,PLN,4.1612,ECB_REFERENCE
2025-10-10,EUR,RON,4.6512,ECB_REFERENCE
2025-10-10,EUR,EUR,1.0,ECB_REFERENCE
2025-10-11,EUR,PLN,4.1717,ECB_REFERENCE
2025-10-11,EUR,RON,4.6522,ECB_REFERENCE
2025-10-11,EUR,EUR,1.0,ECB_REFERENCE
2025-10-12,EUR,PLN,4.1441,ECB_REFERENCE
2025-10-12,EUR,RON,4.6203,ECB_REFERENCE
2025-10-12,EUR,EUR,1.0,ECB_REFERENCE
2025-10-13,EUR,PLN,4.1439,ECB_REFERENCE
2025-10-13,EUR,RON,4.6168,ECB_REFERENCE
2025-10-13,EUR,EUR,1.0,ECB_REFERENCE
2025-10-14,EUR,PLN,4.1424,ECB_REFERENCE
2025-10-14,EUR,RON,4.6163,ECB_REFERENCE
2025-10-14,EUR,EUR,1.0,ECB_REFERENCE
2025-10-15,EUR,PLN,4.1457,ECB_REFERENCE
2025-10-15,EUR,RON,4.6316,ECB_REFERENCE
2025-10-15,EUR,EUR,1.0,ECB_REFERENCE
2025-10-16,EUR,PLN,4.1296,ECB_REFERENCE
2025-10-16,EUR,RON,4.6126,ECB_REFERENCE
2025-10-16,EUR,EUR,1.0,ECB_REFERENCE
2025-10-17,EUR,PLN,4.1138,ECB_REFERENCE
2025-10-17,EUR,RON,4.6173,ECB_REFERENCE
2025-10-17,EUR,EUR,1.0,ECB_REFERENCE
2025-10-18,EUR,PLN,4.1317,ECB_REFERENCE
2025-10-18,EUR,RON,4.6103,ECB_REFERENCE
2025-10-18,EUR,EUR,1.0,ECB_REFERENCE
2025-10-19,EUR,PLN,4.0955,ECB_REFERENCE
2025-10-19,EUR,RON,4.5828,ECB_REFERENCE
2025-10-19,EUR,EUR,1.0,ECB_REFERENCE
2025-10-20,EUR,PLN,4.0836,ECB_REFERENCE
2025-10-20,EUR,RON,4.5739,ECB_REFERENCE
2025-10-20,EUR,EUR,1.0,ECB_REFERENCE
2025-10-21,EUR,PLN,4.0778,ECB_REFERENCE
2025-10-21,EUR,RON,4.5745,ECB_REFERENCE
2025-10-21,EUR,EUR,1.0,ECB_REFERENCE
2025-10-22,EUR,PLN,4.0733,ECB_REFERENCE
2025-10-22,EUR,RON,4.5913,ECB_REFERENCE
2025-10-22,EUR,EUR,1.0,ECB_REFERENCE
2025-10-23,EUR,PLN,4.0637,ECB_REFERENCE
2025-10-23,EUR,RON,4.5774,ECB_REFERENCE
2025-10-23,EUR,EUR,1.0,ECB_REFERENCE
2025-10-24,EUR,PLN,4.0705,ECB_REFERENCE
2025-10-24,EUR,RON,4.5528,ECB_REFERENCE
2025-10-24,EUR,EUR,1.0,ECB_REFERENCE
2025-10-25,EUR,PLN,4.076,ECB_REFERENCE
2025-10-25,EUR,RON,4.5545,ECB_REFERENCE
2025-10-25,EUR,EUR,1.0,ECB_REFERENCE
2025-10-26,EUR,PLN,4.0739,ECB_REFERENCE
2025-10-26,EUR,RON,4.5798,ECB_REFERENCE
2025-10-26,EUR,EUR,1.0,ECB_REFERENCE
2025-10-27,EUR,PLN,4.0651,ECB_REFERENCE
2025-10-27,EUR,RON,4.6128,ECB_REFERENCE
2025-10-27,EUR,EUR,1.0,ECB_REFERENCE
2025-10-28,EUR,PLN,4.0619,ECB_REFERENCE
2025-10-28,EUR,RON,4.5922,ECB_REFERENCE
2025-10-28,EUR,EUR,1.0,ECB_REFERENCE
2025-10-29,EUR,PLN,4.0628,ECB_REFERENCE
2025-10-29,EUR,RON,4.5749,ECB_REFERENCE
2025-10-29,EUR,EUR,1.0,ECB_REFERENCE
2025-10-30,EUR,PLN,4.0522,ECB_REFERENCE
2025-10-30,EUR,RON,4.5813,ECB_REFERENCE
2025-10-30,EUR,EUR,1.0,ECB_REFERENCE
2025-10-31,EUR,PLN,4.06,ECB_REFERENCE
2025-10-31,EUR,RON,4.5713,ECB_REFERENCE
2025-10-31,EUR,EUR,1.0,ECB_REFERENCE
2025-11-01,EUR,PLN,4.0741,ECB_REFERENCE
2025-11-01,EUR,RON,4.5898,ECB_REFERENCE
2025-11-01,EUR,EUR,1.0,ECB_REFERENCE
2025-11-02,EUR,PLN,4.0945,ECB_REFERENCE
2025-11-02,EUR,RON,4.5983,ECB_REFERENCE
2025-11-02,EUR,EUR,1.0,ECB_REFERENCE
2025-11-03,EUR,PLN,4.1141,ECB_REFERENCE
2025-11-03,EUR,RON,4.568,ECB_REFERENCE
2025-11-03,EUR,EUR,1.0,ECB_REFERENCE
2025-11-04,EUR,PLN,4.1095,ECB_REFERENCE
2025-11-04,EUR,RON,4.5542,ECB_REFERENCE
